time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
1594231200,77.9,58,62,2.3,3.35,92,100,6,0.0813
1594234800,75,66,62.9,1.39,2.98,120,130,4.6,0.0778
1594238400,73.1,70,62.6,1.84,4.3,139,149,3.6,0.0742
1594242000,72.8,72,63.2,1.84,3.86,167,170,3.3,0.0706
1594245600,72.6,75,64.2,1.84,3.9,167,179,3.1,0.067
1594249200,72.3,77,64.6,1.82,4.01,171,184,3.3,0.0634
1594252800,72,79,65,2.1,5.06,180,189,3.9,0.0599
1594256400,72,82,66.2,1.32,3.31,171,185,3.7,0.0563
1594260000,71.4,84,66.3,2,4.6,180,182,3.6,0.0527
1594263600,70.9,88,67.2,1.87,3.93,196,187,3.5,0.0491
1594267200,71.1,89,67.8,2.24,4.71,207,197,3.9,0.0455
1594270800,72.6,87,68.5,2.06,4.41,219,213,4,0.0533
1594274400,76.1,81,69.9,1.55,3.54,195,209,3.7,0.0725
1594278000,80.3,73,70.9,1.49,2.12,200,199,4.1,0.0916
1594281600,83.2,66,70.8,1.63,2.14,223,217,4.6,0.1108
1594285200,84.1,64,70.7,1.58,2.09,198,197,6.1,0.1299
1594288800,85.9,59,70,1.8,2.51,177,175,6.3,0.1491
1594292400,88.8,54,69.9,2.21,3.01,185,186,7.1,0.1682
1594296000,90.2,50,68.8,2.55,3.4,191,194,7.3,0.2194
1594299600,91.7,45,67.4,2.64,3.52,217,215,7.4,0.3025
1594303200,92.5,42,66.2,2.22,2.97,216,213,7.3,0.3856
1594306800,90.6,44,65.9,3.07,4.18,199,197,6.8,0.4687
1594310400,83,66,70.5,2.46,3.23,297,292,8.4,0.5519
1594314000,84,63,70.1,0.81,1.17,210,200,5.6,0.635
1594317600,84.3,62,70,1.08,1.77,214,223,2.6,0.6879
1594321200,79.3,77,71.7,1.17,2.94,200,215,2.4,0.7105
1594324800,76.5,84,71.5,1.08,0.78,124,140,4,0.7331
1594328400,74.7,91,72,2.12,3.45,199,190,3.9,0.7557
1594332000,74,92,71.5,1.17,3.5,149,182,3.6,0.7783
1594335600,73.8,89,70.3,2.6,5.55,157,166,4.6,0.8009
1594339200,73.3,89,69.8,2.73,6.11,152,159,4.9,0.8236
1594342800,72.8,89,69.5,2.57,5.92,167,168,4.8,0.8462
1594346400,72.3,92,69.9,2.67,5.91,167,177,5,0.8688
1594350000,71.9,94,70.2,2.4,5.62,163,175,4.7,0.8914
1594353600,72.4,93,70.3,2.62,5.89,162,170,4.6,0.914
1594357200,73.7,91,70.9,3.1,6.32,165,169,5.7,0.8593
1594360800,77.7,82,71.8,2.77,5.38,193,190,5.7,0.7272
1594364400,80.8,76,72.6,2.97,4.19,228,220,7,0.5952
1594368000,76.5,85,71.8,3.96,5.98,260,260,10.4,0.4631
1594371600,78,80,71.4,1.14,1.63,232,227,8.5,0.3311
1594375200,82.3,71,72,1.88,2.56,155,159,5.4,0.199
1594378800,85,65,72,2.09,2.79,163,165,10.2,0.067
1594382400,86.2,60,70.8,2.58,3.48,126,129,9.9,0.0147
1594386000,79.8,79,72.6,4.2,5.92,128,127,10,0.0423
1594389600,78.7,81,72.5,2.33,3.4,137,137,9.5,0.0698
1594393200,80.6,78,72.9,1.77,2.55,133,135,5.4,0.0974
1594396800,81.4,75,72.6,1.7,2.31,177,175,6.9,0.1249
1594400400,77.4,83,71.8,2.66,3.83,250,255,8.7,0.1525
1594404000,77.2,82,71.3,1.14,2.37,218,208,8.6,0.18
1594407600,74.1,86,69.8,2.33,4.2,280,269,3.7,0.2076
1594411200,70.8,96,69.6,3.28,6.04,308,309,6.7,0.2352
1594414800,69.6,98,69,2.47,4.71,249,282,6.2,0.2627
1594418400,70.3,95,69,4.19,7.74,327,331,7.6,0.2903
1594422000,69,96,67.9,4.37,7.84,340,343,9.3,0.3178
1594425600,68.3,96,67.2,4.37,7.82,340,344,8.5,0.3454
1594429200,67.2,96,66,4.39,7.74,330,333,8.6,0.3729
1594432800,65.9,93,63.9,4.74,8.37,316,320,9.4,0.4005
1594436400,65,91,62.3,4.46,8.01,316,319,9.3,0.428
1594440000,64.8,90,61.8,3.97,7.36,311,316,8.7,0.4556
1594443600,65.5,87,61.6,4.3,7.73,306,310,8.3,0.4933
1594447200,67.3,87,63.3,4.66,8.49,325,328,8.7,0.5411
1594450800,69.8,79,62.8,5.04,7.86,309,311,10.4,0.5889
1594454400,72.3,71,62.3,5.63,8.27,303,305,12,0.6367
1594458000,75.2,65,62.5,5.42,7.9,308,308,12.2,0.6845
1594461600,78.3,56,61.5,5.38,7.71,317,317,12,0.7323
1594465200,80.3,49,59.5,5.54,7.95,321,320,12.2,0.7802
1594468800,81.7,45,58.4,6.16,8.91,313,313,13.2,0.7505
1594472400,82.8,43,57.8,6.44,9.38,303,306,13.7,0.6435
1594476000,83.2,40,56.3,5.69,8.52,304,306,13.7,0.5365
1594479600,82.8,40,56.1,4.46,6.59,318,319,12.1,0.4295
1594483200,79.9,53,61.1,2.6,3.81,358,357,9.6,0.3224
1594486800,78.1,57,61.5,2.19,3.56,43,38,5.7,0.2154
1594490400,78.9,51,59,1.73,3.03,10,8,5.2,0.1683
1594494000,72.8,72,63.4,2.18,4.02,74,63,3.9,0.1811
1594497600,69.2,86,64.7,1.02,2.69,79,48,4,0.1939
1594501200,68.6,87,64.5,0.5,1.17,127,20,1.6,0.2067
1594504800,67.8,87,63.9,0.63,1.68,108,343,1,0.2195
1594508400,65.4,93,63.4,0.3,1.14,180,322,0.9,0.2323
1594512000,65,96,63.8,1.06,1.53,221,281,1.9,0.2452
1594515600,64,98,63.5,1.81,3.05,276,311,2.4,0.258
1594519200,63.9,95,62.4,2.55,5.4,312,321,4.2,0.2708
1594522800,63.4,92,61,2.84,6.08,309,314,5.1,0.2836
1594526400,62.6,91,59.9,2.72,5.88,306,312,5.1,0.2964
1594530000,63.2,89,59.9,2.77,5.55,296,304,4.9,0.2843
1594533600,65.7,82,60.2,3.09,4.77,299,303,5.8,0.2472
1594537200,67.1,76,59.1,3.36,4.85,300,302,7.5,0.2102
1594540800,69.3,69,58.6,3.92,5.54,308,309,8.9,0.1731
1594544400,72.1,61,57.9,4.11,5.81,311,312,9.5,0.1361
1594548000,72,65,59.6,4.63,6.6,327,328,10.4,0.099
1594551600,73,64,60.2,3.69,5.02,327,329,10.5,0.062
1594555200,72.9,64,59.9,3.47,4.8,327,329,8.7,0.0609
1594558800,74,61,59.6,3.86,5.38,323,325,8.9,0.0958
1594562400,75.1,57,58.6,3.42,4.7,322,322,9.1,0.1307
1594566000,72.3,64,59.3,4.13,5.77,7,9,9.1,0.1656
1594569600,70.4,63,57.1,3.83,5.43,15,13,9.3,0.2005
1594573200,69.1,62,55.5,3.89,5.73,18,16,8.6,0.2354
1594576800,68.1,65,55.7,2.97,4.62,20,18,8.4,0.2516
1594580400,66,71,56.4,2.09,4.63,17,14,5.7,0.2491
1594584000,65.2,74,56.5,2.57,5.32,13,12,5,0.2467
1594587600,64.3,78,57.2,2.16,4.85,347,352,4.9,0.2443
1594591200,63.6,82,57.8,2.11,4.65,329,341,4,0.2418
1594594800,63.5,83,58.1,2.55,5.33,334,337,4.8,0.2394
1594598400,62.9,84,58.2,2.39,5.02,327,329,4.9,0.2369
1594602000,61.9,87,58.1,2.34,5.16,320,324,4.5,0.2345
1594605600,61.2,89,57.8,2.48,5.2,317,322,4.4,0.232
1594609200,60.5,90,57.6,2.69,5.69,312,321,4.8,0.2296
1594612800,60,91,57.5,2.84,5.94,309,316,5.1,0.2272
1594616400,61.4,89,58.1,2.92,5.59,308,316,5.2,0.2301
1594620000,64.5,82,58.7,2.7,4.24,321,326,6.2,0.2385
1594623600,66.6,75,58.5,3.09,4.47,331,333,7.1,0.2469
1594627200,69,68,57.9,3.53,4.88,335,337,8.1,0.2553
1594630800,71.2,60,56.6,4.31,6.02,338,339,9.7,0.2637
1594634400,72.6,55,55.4,4.4,6.17,343,343,10.2,0.2721
1594638000,73.6,51,54.3,4.61,6.45,347,347,10.6,0.2805
1594641600,75.5,47,53.7,4.61,6.36,347,347,10.9,0.2715
1594645200,76.6,45,53.8,4.41,6.06,347,347,10.6,0.2451
1594648800,76,49,55.4,3.81,5.3,357,358,10.1,0.2187
1594652400,74.6,53,56.2,3.26,4.46,18,16,8.9,0.1923
1594656000,72.6,56,56,3.67,5.14,29,27,8.6,0.1659
1594659600,70.8,57,54.9,3.45,4.93,17,18,8.5,0.1395
1594663200,68.9,65,56.4,2.12,3.07,19,19,7.5,0.123
1594666800,66.1,75,58,1.27,2.72,45,36,4.1,0.1164
1594670400,64.1,82,58.5,1.14,2.97,38,42,2.1,0.1099
1594674000,62.9,86,58.5,1.42,2.9,39,44,2,0.1033
1594677600,64.4,77,56.9,1.27,2.3,45,56,2.4,0.0968
1594681200,63.4,81,57.5,0.14,1.08,225,68,1.6,0.0903
1594684800,60.5,92,58.1,0.5,0.85,217,111,1.1,0.0837
1594688400,59.5,95,58.2,0.78,0.51,230,169,1.6,0.0772
1594692000,58.9,97,58,0.81,0.4,240,180,1.6,0.0706
1594695600,58.4,97,57.7,1.14,0.64,232,219,2,0.0641
1594699200,57.9,98,57.3,1.84,1.3,241,238,2.9,0.0575
1594702800,59.7,90,56.9,2.02,2.16,237,236,3.3,0.051
1594706400,65.3,77,57.9,1.39,2.06,249,256,3.3,0.0444
1594710000,69.9,62,56.4,0.95,1.36,252,253,3.3,0.0379
1594713600,73,55,55.7,0.45,0.58,333,329,3.3,0.0313
1594717200,75.3,52,56.2,0.7,0.9,90,90,3.7,0.0248
1594720800,77.4,49,56.7,0.22,0.36,333,326,3.7,0.0183
1594724400,79,46,56.4,0.76,0.89,113,117,3.9,0.0117
1594728000,79.8,46,57.2,1.48,1.84,118,119,5.1,0.0243
1594731600,80.6,44,56.8,2.51,3.18,113,118,6.6,0.0561
1594735200,78.6,52,59.3,3.92,5.16,109,112,9.3,0.0879
1594738800,77,56,59.9,4.31,6.09,112,113,10,0.1196
1594742400,75.6,56,58.8,3.96,5.74,111,113,9.9,0.1514
1594746000,74.4,56,57.9,2.97,4.75,110,112,8.7,0.1832
1594749600,72.5,67,61,2.15,3.57,62,72,6.2,0.232
1594753200,69.8,78,62.7,2.02,4.4,81,87,4,0.298
1594756800,67.7,85,63.1,2.91,5.85,106,110,5.3,0.3639
1594760400,66.9,87,62.9,2.58,5.81,126,132,5.3,0.4298
1594764000,66.9,87,63,2.55,5.75,138,149,4.5,0.4958
1594767600,67.1,84,62.2,2.45,5.84,168,173,4.6,0.5617
1594771200,66.8,81,60.9,2.71,6.43,184,192,4.6,0.6277
1594774800,66.7,79,60.1,3.01,6.94,186,192,5.4,0.6936
1594778400,66.5,79,59.7,3.2,7.32,182,185,6,0.7595
1594782000,66.3,81,60.5,3.5,7.72,182,184,6.4,0.8255
1594785600,66,85,61.4,3.51,7.75,185,187,6.6,0.8914
1594789200,67,85,62.5,3.34,7.12,189,191,6.5,0.877
1594792800,71.1,80,64.6,3.26,6.71,191,190,6.3,0.7823
1594796400,74.4,72,64.7,3.49,5.36,193,194,7.5,0.6877
1594800000,77.7,63,64.2,3.74,5.39,196,195,8.3,0.593
1594803600,80.7,54,62.7,3.86,5.54,201,200,8.8,0.4983
1594807200,83.2,49,62.2,4.41,6.05,213,211,9.7,0.4036
1594810800,85.2,45,61.5,4.7,6.44,218,216,10.5,0.3089
1594814400,85.7,44,61.2,4.03,5.51,210,209,10.5,0.2926
1594818000,87,41,60.8,3.67,5.06,206,205,9.1,0.3547
1594821600,87.8,40,60.6,3.45,4.72,202,201,8.5,0.4168
1594825200,87.8,39,60,2.89,4.1,194,193,7.9,0.4789
1594828800,86.9,39,59.2,3.2,5.2,180,178,7,0.5409
1594832400,82.9,48,61.2,3.96,6.8,164,163,8.3,0.603
1594836000,80.7,55,62.9,3.96,6.75,170,173,8.4,0.6095
1594839600,77.2,61,62.9,2.31,5.56,162,172,7.6,0.5603
1594843200,74.9,64,61.9,2.42,6.1,150,162,4.5,0.5112
1594846800,75.3,63,61.8,2.68,6.71,153,160,5,0.462
1594850400,74.4,67,62.7,3.45,7.13,158,165,6.4,0.4129
1594854000,73.8,69,62.8,3.45,7.24,163,169,7.2,0.3638
1594857600,73.3,70,62.9,2.69,6.12,165,169,6.7,0.3146
1594861200,72.3,73,63,2.91,6.26,164,172,5.4,0.2655
1594864800,69.9,85,65.2,3.11,7,174,179,5.8,0.2163
1594868400,69.2,90,66.1,2.73,6.14,204,199,5.9,0.1672
1594872000,69,93,66.9,2.05,4.92,223,218,5.1,0.118
1594875600,69.1,95,67.6,0.76,2.4,293,253,3.7,0.1002
1594879200,69.5,95,67.9,2.28,4.36,23,9,2.2,0.1139
1594882800,69,95,67.4,2.2,4.24,39,34,10.7,0.1275
1594886400,68.5,96,67.3,2.21,3.86,72,69,10.1,0.1411
1594890000,70.2,94,68.5,3.04,4.79,63,67,10.5,0.1547
1594893600,73.3,81,67.2,3.05,4.12,67,67,8.1,0.1683
1594897200,75.1,77,67.3,2.56,3.34,51,51,7.3,0.1819
1594900800,75,77,67.2,2.33,3.04,47,46,6.6,0.1767
1594904400,74.5,78,67.1,1.98,2.56,41,39,6.1,0.1526
1594908000,78.3,68,66.8,2,2.7,357,358,5.8,0.1285
1594911600,78.3,66,65.9,3.31,4.6,355,358,7.5,0.1043
1594915200,76.2,72,66.4,3.35,4.75,350,352,7.9,0.0802
1594918800,75.4,72,65.8,2.77,3.96,347,350,7.5,0.0561
1594922400,72.2,76,64.1,1.7,2.58,320,324,6.1,0.0518
1594926000,69.6,83,64.1,1.26,2.64,288,307,3.4,0.0674
1594929600,67.8,86,63.6,2.22,3.49,278,294,3,0.083
1594933200,66.2,88,62.5,2.35,4.31,282,292,3.7,0.0986
1594936800,64.7,90,61.8,2.6,5.33,270,276,4.2,0.1141
1594940400,64.5,92,62.1,2.75,6.03,260,264,4.7,0.1297
1594944000,64.4,94,62.6,2.69,5.9,255,259,4.7,0.1453
1594947600,64.2,94,62.6,2.42,5.47,240,252,4.6,0.1608
1594951200,64.2,96,62.9,2.52,5.76,236,250,4.5,0.1764
1594954800,64.2,96,63.1,2.64,5.82,241,254,4.6,0.192
1594958400,64.1,96,62.9,2.95,6.26,246,257,5.2,0.2075
1594962000,64.9,93,62.7,3.26,6.59,252,260,6,0.2124
1594965600,67.9,87,63.8,3.22,5.9,263,272,6.4,0.2065
1594969200,71.4,74,62.7,2.93,4.41,262,266,6.6,0.2006
1594972800,74.6,64,61.8,3.04,4.43,261,264,7.1,0.1947
1594976400,77.4,60,62.5,3.42,4.83,255,257,8,0.1888
1594980000,80,53,61.6,3.49,4.83,243,243,8.3,0.1829
1594983600,82.1,49,61.1,3.66,5.08,235,238,8.7,0.177
1594987200,83.7,46,60.5,3.92,5.52,232,235,9.2,0.181
1594990800,85,43,59.9,4.14,5.82,233,235,9.4,0.1948
1594994400,85.5,42,59.9,4.1,5.99,236,237,9.4,0.2087
1594998000,85.6,42,60.2,4.16,6.08,243,243,9.3,0.2226
1595001600,85.2,45,61.4,3.92,6.02,251,249,9.1,0.2364
1595005200,84.1,49,62.9,2.88,5.26,250,249,8.4,0.2503
1595008800,81,59,65.4,2.82,5.16,264,261,6.1,0.2617
1595012400,76.8,67,65.2,2.52,6.05,263,262,5,0.2708
1595016000,74.9,71,64.9,2.55,6.29,244,252,4.7,0.2799
1595019600,73.5,74,64.9,2.64,6.46,241,248,4.8,0.289
1595023200,72.6,77,65,2.68,6.46,243,254,4.8,0.2981
1595026800,71.6,79,64.8,2.51,6.14,241,254,4.8,0.3072
1595030400,69.9,84,64.7,2.42,5.63,240,253,4.5,0.3163
1595034000,68.3,87,64.5,2.36,5.19,234,251,4.2,0.3254
1595037600,66.7,91,63.9,2.34,4.98,230,248,3.9,0.3345
1595041200,65.5,93,63.4,2.36,4.9,234,250,3.9,0.3436
1595044800,64.8,94,62.9,2.48,5.46,230,242,4.3,0.3526
1595048400,66,91,63.4,2.48,5.41,227,236,4.4,0.3724
1595052000,70.2,83,64.9,1.75,3.82,211,227,4.4,0.4029
1595055600,74.4,77,66.9,2.26,3.38,193,199,5.2,0.4334
1595059200,78.1,71,67.8,2.78,3.94,210,210,6.6,0.4639
1595062800,81,61,66.3,3.92,5.48,218,218,8.7,0.4944
1595066400,83.1,57,66.1,4.33,6.1,220,221,9.9,0.5249
1595070000,84.9,55,66.7,4.4,6.11,231,230,9.9,0.5554
1595073600,86.2,52,66.5,4.83,6.91,214,214,10.5,0.5664
1595077200,87.9,48,66.1,6.36,9.19,210,211,13.5,0.558
1595080800,88.8,47,65.7,6.59,9.83,210,211,14,0.5495
1595084400,89.4,46,65.6,6.35,9.71,213,215,13.9,0.5411
1595088000,89.2,47,66.6,5.52,8.63,222,223,13.4,0.5327
1595091600,88.2,50,67.2,4.14,7.38,217,221,11.4,0.5242
1595095200,84.5,60,69,4.22,7.29,216,222,8.4,0.5374
1595098800,82.1,64,68.7,4.55,8.94,213,216,9.1,0.5723
1595102400,81.3,67,69.1,4.46,8.77,224,227,9.4,0.6072
1595106000,80.3,70,69.8,4.32,8.63,222,226,8.9,0.6421
1595109600,79.4,73,69.9,4.04,8.06,222,225,8.5,0.677
1595113200,78.8,73,69.2,4.17,8.42,224,227,8.2,0.7119
1595116800,78,72,68.4,4.39,8.73,227,230,8.6,0.7468
1595120400,77.3,73,68.1,4.18,8.39,228,231,8.6,0.7816
1595124000,77.1,76,68.8,4.39,8.48,229,232,8.6,0.8165
1595127600,76.6,80,70,4.46,8.5,226,229,8.8,0.8514
1595131200,76.2,84,70.9,4.32,8.2,222,226,8.6,0.8863
1595134800,77.1,84,71.9,4.55,8.39,237,239,9,0.8978
1595138400,77.1,89,73.7,5.07,8.54,255,256,9.9,0.8858
1595142000,76.8,91,73.9,4.52,8.24,235,237,10,0.8738
1595145600,77.5,88,73.8,5.95,9.84,243,243,11.6,0.8619
1595149200,74.7,93,72.6,5.38,9.45,228,231,11.9,0.8499
1595152800,74.9,92,72.5,5.39,9.09,230,230,10.8,0.8379
1595156400,78.7,82,72.6,7.79,11.54,228,227,15.2,0.826
1595160000,80.6,79,73.5,7.94,12.06,234,233,16,0.7887
1595163600,80.7,80,74.2,7.24,11.36,244,244,15.8,0.726
1595167200,80.3,80,73.5,5.74,8.93,235,236,14.6,0.6634
1595170800,80.9,77,72.9,5.82,8.95,241,242,12,0.6007
1595174400,81.1,74,72,5.37,8.27,241,243,12.2,0.538
1595178000,81.5,70,70.6,4.98,8.04,248,249,11.2,0.4754
1595181600,79.7,61,65.1,5.22,8.66,253,256,10.2,0.4522
1595185200,76.7,65,64.1,4.11,7.93,252,256,10.3,0.4684
1595188800,75.1,62,61.1,4.16,8.33,260,265,8.3,0.4845
1595192400,73.7,58,57.9,4.04,8.42,261,266,8.4,0.5007
1595196000,72.4,59,57.4,3.69,7.95,257,264,7.9,0.5169
1595199600,70.8,64,58,3.83,8.08,250,255,7.2,0.5331
1595203200,70.4,67,59.1,4.22,8.61,256,261,8.5,0.5493
1595206800,69.6,70,59.5,3.98,8.17,258,262,8.4,0.5655
1595210400,68.8,72,59.3,3.85,8.02,261,266,7.8,0.5817
1595214000,68.1,72,58.7,3.61,7.8,267,271,7.4,0.5979
1595217600,67.6,72,58.3,3.51,7.7,265,271,7,0.6141
1595221200,67.9,73,58.8,3.4,7.12,268,274,6.8,0.5882
1595224800,71.1,75,62.7,3.65,6.74,279,285,6.8,0.5203
1595228400,72.9,69,62.1,4.24,6.24,304,305,9.1,0.4523
1595232000,74.4,65,61.8,3.72,5.25,301,301,9,0.3844
1595235600,76.1,60,61.1,3.86,5.38,287,288,8.8,0.3164
1595239200,77.7,56,60.6,4.62,6.42,288,288,10.3,0.2485
1595242800,77.1,56,60.4,4.71,6.64,287,288,11,0.1805
1595246400,77.3,54,59.3,4.9,6.77,282,283,10.9,0.144
1595250000,78.6,50,58.3,4.79,6.57,281,283,10.9,0.1389
1595253600,80.6,47,58.3,4.34,6.07,278,279,10.6,0.1338
1595257200,79.5,48,57.8,2.71,3.75,274,279,9.7,0.1287
1595260800,78.4,48,57.2,0.81,1,30,6,6.3,0.1236
1595264400,71.2,73,61.9,4.33,6.15,71,68,9,0.1185
1595268000,66.7,83,61.3,3.97,5.86,56,53,9.7,0.1134
1595271600,65.3,81,59.3,3.05,5.02,58,55,8,0.1084
1595275200,64.6,81,58.7,2.61,5,58,53,6.3,0.1033
1595278800,64.2,80,58,2.72,5.03,54,49,5.6,0.0982
1595282400,63.8,81,58,2.69,5.33,42,40,5.2,0.0932
1595286000,62.7,84,57.7,2.48,5.14,40,37,5.2,0.0881
1595289600,62,87,58.2,1.84,4.42,41,38,4.6,0.0831
1595293200,61.6,89,58.4,1.92,4.03,51,46,3,0.078
1595296800,61.5,91,59,1.8,3.75,34,42,2.8,0.073
1595300400,61.1,93,59.1,1.93,3.91,21,32,3,0.0679
1595304000,60.8,93,58.8,1.77,4.02,16,27,3.1,0.0628
1595307600,61.8,91,59,1.84,3.7,41,38,3.2,0.0565
1595311200,63.7,82,58.2,1.53,2.47,58,58,3.8,0.0488
1595314800,64.1,81,58,1.46,2.18,74,74,3.4,0.0411
1595318400,64.9,79,58.1,1.49,2.06,70,67,3.7,0.0334
1595322000,65.6,77,58.2,1.25,1.7,61,62,3.7,0.0258
1595325600,68.5,72,59.1,1.39,1.75,60,59,4.5,0.0181
1595329200,70.3,69,59.7,1.3,1.6,90,90,4.6,0.0104
1595332800,72.2,66,60.3,1.02,1.24,101,104,4.5,0.0178
1595336400,72.3,67,60.9,1.73,2.22,100,98,5.1,0.0403
1595340000,72,69,61.3,1.96,2.55,105,101,5.4,0.0628
1595343600,72.1,70,61.9,3.04,3.96,107,106,7.1,0.0853
1595347200,71.3,72,61.9,2.82,3.86,107,107,7.7,0.1078
1595350800,70.5,72,61.2,3.44,4.95,82,82,7.4,0.1303
1595354400,68.1,79,61.1,3.06,4.59,79,79,8,0.1424
1595358000,66.7,83,61.5,1.79,3.8,63,63,6,0.1441
1595361600,65.9,87,61.9,1.6,3.54,86,82,3.3,0.1458
1595365200,65.3,90,62.4,2.04,4.26,101,99,3.4,0.1475
1595368800,65.6,90,62.7,1.81,4.05,96,106,3.8,0.1492
1595372400,65,93,62.9,2.12,4.43,109,118,3.5,0.1509
1595376000,65.8,92,63.4,2.15,4.8,118,126,3.9,0.1526
1595379600,66.1,93,64,1.89,4.46,122,136,3.9,0.1543
1595383200,66.4,94,64.5,1.58,3.82,108,135,3.2,0.156
1595386800,66.7,94,65,1.71,3.69,97,123,3,0.1577
1595390400,67,96,65.8,1.61,3.51,83,110,3,0.1594
1595394000,67.3,97,66.4,1.61,3.64,83,106,3.3,0.1611
1595397600,69,95,67.6,2.63,4.95,171,172,4.7,0.1628
1595401200,70.7,93,68.6,2.55,4.41,169,176,5.4,0.1645
1595404800,74.2,85,69.2,3.83,5.67,229,229,8,0.1662
1595408400,76.2,81,69.9,3.47,4.97,229,230,8.4,0.1679
1595412000,78.6,78,71,3.05,4.34,229,232,7.7,0.1696
1595415600,80.4,74,71.5,3.06,4.3,232,234,7.7,0.1713
1595419200,82.1,66,69.6,3.02,4.19,236,237,8.6,0.1689
1595422800,77.1,77,69.2,4.75,6.86,221,223,10.2,0.1623
1595426400,77.3,74,68.5,3,4.5,270,269,9.6,0.1557
1595430000,77.7,73,68.3,3.51,5.06,250,252,8.7,0.1492
1595433600,78.6,72,68.8,2.37,3.4,242,242,7.9,0.1426
1595437200,78.5,73,69,2.72,3.93,264,263,7.1,0.136
1595440800,72.8,90,69.6,1.5,2.85,86,72,6.8,0.1294
1595444400,70.9,96,69.8,0.85,2.34,21,40,5.4,0.1228
1595448000,69.9,97,68.9,2.39,4.72,33,36,4.2,0.1162
1595451600,68.6,97,67.8,2.3,5,56,53,4.7,0.1097
1595455200,67.8,97,67,1.97,4.88,60,55,4.2,0.1031
1595458800,67,97,66.1,1.64,4.46,38,48,3.6,0.0965
1595462400,66.3,97,65.4,1.58,4.28,18,37,3,0.0899
1595466000,65.8,98,65.3,1.6,4.12,360,23,3.1,0.0833
1595469600,65.6,98,65.2,1.6,4.16,4,24,3,0.0768
1595473200,65.6,99,65.3,1.73,4.16,10,27,3.2,0.0702
1595476800,66,98,65.5,1.5,3.69,37,41,3.6,0.0636
1595480400,66.4,98,65.8,1.43,3.11,25,42,2.7,0.0619
1595484000,66.8,95,65.2,2.75,4.71,10,17,5.1,0.0652
1595487600,67.5,91,64.8,2.79,4.35,21,23,6.1,0.0685
1595491200,68.7,86,64.2,2.75,4.02,33,35,6.2,0.0717
1595494800,70.4,77,63,3.16,4.38,35,35,7.2,0.075
1595498400,71.7,69,60.9,3.55,4.94,32,32,8.4,0.0782
1595502000,73.5,62,59.9,2.91,4.02,27,27,8.3,0.0815
1595505600,74.8,58,59.2,2.78,3.81,30,30,7.3,0.0952
1595509200,76.2,54,58.3,3.19,4.3,32,31,7.9,0.1194
1595512800,76.2,53,58,3.16,4.27,35,33,8,0.1435
1595516400,75.1,58,59.1,3.64,4.97,32,30,8.5,0.1677
1595520000,73.3,59,58.2,3.98,5.64,25,25,8.8,0.1919
1595523600,71,63,57.6,3.71,5.41,27,28,8.9,0.216
1595527200,68.1,67,56.6,2.75,4.18,19,21,7.9,0.2275
1595530800,65.1,77,57.5,1.84,4.05,13,20,5.3,0.2262
1595534400,63.5,83,58.2,1.9,4.05,3,16,3.3,0.2249
1595538000,62.2,89,58.8,2.31,4.62,5,18,3.8,0.2237
1595541600,61.4,92,59,2.5,5.32,2,16,4.2,0.2224
1595545200,61.4,93,59.4,2.86,6.24,12,22,4.9,0.2211
1595548800,61.7,93,59.7,2.72,6.22,17,26,5.1,0.2198
1595552400,61.8,93,59.8,2.13,5.16,41,44,4.7,0.2185
1595556000,60.9,95,59.3,1.63,4.1,43,56,3.4,0.2173
1595559600,61.5,94,59.7,1.49,3.82,20,47,2.4,0.216
1595563200,61.3,94,59.6,2.4,4.85,360,22,4.2,0.2147
1595566800,62.1,93,60,2.55,5.44,26,36,4.4,0.2062
1595570400,66.1,89,62.8,2.52,4.68,34,42,4.9,0.1906
1595574000,68.9,81,62.8,2.92,4.26,38,39,6.7,0.1749
1595577600,71.3,73,62,3.11,4.39,48,47,7.4,0.1592
1595581200,73.5,66,61.5,3.16,4.28,55,53,7.8,0.1435
1595584800,75.4,61,61.2,2.91,3.89,49,48,7.7,0.1279
1595588400,76.3,59,60.9,3.18,4.24,46,45,7.9,0.1122
1595592000,77.1,57,60.5,3.36,4.48,53,51,8.3,0.1018
1595595600,77.2,55,59.8,3.11,4.16,57,55,8.3,0.0965
1595599200,77.5,53,59.1,2.66,3.5,56,53,7.8,0.0913
1595602800,77.7,51,58.2,2.02,2.58,57,54,6.8,0.086
1595606400,77.2,51,57.6,2.06,2.69,61,59,5.5,0.0808
1595610000,75.1,55,58.1,2.56,3.69,51,49,5.7,0.0756
1595613600,72.6,63,59.5,2.39,3.84,57,51,5.6,0.0703
1595617200,68,77,60.5,2.08,4.24,55,47,4.2,0.0651
1595620800,65.7,85,61.2,1.66,3.75,57,46,3.7,0.0598
1595624400,63.5,93,61.3,1.63,2.66,101,70,2.5,0.0546
1595628000,62.7,95,61.1,1.3,2.61,148,122,2.2,0.0494
1595631600,62,96,60.9,1.34,2.98,153,140,2.1,0.0441
1595635200,61.6,98,60.9,1.8,3.26,183,162,2.7,0.0389
1595638800,60.3,99,60,2.16,3.41,214,185,3.5,0.0336
1595642400,59.7,99,59.5,1.86,3.31,234,209,3.4,0.0284
1595646000,59.5,97,58.7,1.48,3.76,242,230,2.9,0.0232
1595649600,59.7,94,57.9,1.52,4.11,247,244,2.5,0.0179
