,Date,Close,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,GSPC,HSI,IXIC,SSEC,RUT,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,AUD,Brent,CAC.F,copper.F,WIT.oil,DAX.F,DJI.F,EUR,FTSE.F,gold.F,HSI.F,KOSPI.F,NASDAQ.F,GAS.F,Nikkei.F,NZD,silver.F,RUSSELL.F,S.P.F,CHF,Dollar.index.F,Dollar.index,wheat.F,XAG,XAU
1513,16805,17158.66016,-68.53456034,0.00056684,-0.015844441,-0.010159121,-0.006608626,-2.108647259,0.17578472,-0.617141501,-3.860292206,17401.48425,17466.44722,17461.12952,17406.42702,0.2,0.2,0.48,1.73,2.25,-0.022819886,-0.004851005,4.02,5.5,-0.00156001,-0.007015103,0.005034441,0.006431513,-0.025059317,-0.005023646,0.000976913,0.004179926,0.001729032,0.004562044,-0.000378019,0.008520579,0.003356519,0.007188153,0.002592438,0.002012226,-0.006489317,-0.002378025,-0.002592976,0.001641632,0.002649587,2.05,2.05,1.77,0,0.28,1.48,3.25,5.02,5.3,5.3,0,0.019607843,0,-0.42,-2.15,0.33,0.82,-2.15,0.21,-0.02,-0.77,0.83,0.31,0.08,0.6,-0.46,-0.39,-0.11,-0.7,3.03,0.17,0.14,0.64,0.54,0.54,0.65,0.72,0.28
1514,16806,16906.50977,-0.008442341,-0.014695226,0.00056684,-0.015844441,-0.010159121,-4.596081489,-2.00044629,-2.659931681,-4.647356511,17311.48889,17413.11984,17439.37972,17401.45272,0.21,0.21,0.46,1.65,2.18,-0.055601891,0.013370474,3.94,5.44,-0.002729355,-0.003055287,0.003566738,-0.00197689,-0.019569682,-0.001798631,-0.015940143,-0.005054539,-0.014435886,-0.018165305,-0.0190962,-0.008320558,-0.012596811,-0.010395668,-0.009319025,-0.013115397,-0.009812303,-0.011381213,0.022547344,-0.014471693,-0.015935267,1.97,1.97,1.72,0,0.25,1.5,3.26,4.98,5.23,5.23,-0.040816327,-0.048076923,-0.046242775,-1.24,-6.01,-1.28,-0.38,-5.56,-0.65,-1.42,0.31,-0.99,1.25,-1.32,-0.4,-0.83,-2.49,-0.98,-0.98,-1.95,-1.51,-1.28,-0.11,-0.23,-0.22,0.27,0.21,1.56
1515,16807,16514.09961,-2.618952881,-0.023210595,-0.014695226,0.00056684,-0.015844441,-6.190511434,-5.185485132,-5.767850095,-5.998977636,17166.50902,17327.49887,17403.09423,17392.62334,0.2,0.2,0.45,1.61,2.16,-0.020017663,0.013698003,3.95,5.44,-0.002998513,-0.00413088,0.005978261,0.00525144,-0.042204569,-0.039057964,-0.042314083,-0.011654528,-0.040439436,-0.034782628,-0.028527351,-0.01600617,-0.017161176,-0.019643002,-0.022926324,-0.023700443,-0.030860138,-0.030259897,-0.070448959,-0.027230324,-0.022074798,1.96,1.96,1.71,0,0.25,1.49,3.28,4.99,5.24,5.24,-0.021276596,-0.03030303,-0.024242424,-0.86,-1.4,-1.7,-3.12,-2.06,-2.4,-2.49,1.44,-1.95,1.45,-2.45,-1.25,-3.54,5.07,-2.86,-0.18,2.71,-3.06,-2.67,-1.4,-1.01,-0.97,1.24,2.14,1.35
1516,16808,16346.4502,-1.592330462,-0.010151896,-0.023210595,-0.014695226,0.00056684,-6.18982662,-7.136210054,-7.902600423,-6.550599606,17017.40742,17234.06566,17361.65721,17382.21365,0.2,0.2,0.44,1.57,2.13,-0.002703515,-0.004067429,3.95,5.44,-0.000205059,-0.009021162,0.002445335,0.005529503,0.005287735,-0.001463983,-0.017949535,-0.0106833,-0.022399237,0.003066974,-0.016666686,-0.020202033,-0.015855352,-0.00700361,-0.013077328,-0.010838375,0.005919888,-0.009766708,0.019651238,-0.01725579,-0.01260571,1.93,1.93,1.69,0,0.24,1.49,3.31,5,5.24,5.24,-0.02173913,-0.020833333,-0.024844721,-0.83,-0.59,-1.59,0.1,-0.33,-1.14,-1.12,-0.04,-0.37,-0.89,0.25,0.56,-0.65,3.78,0.17,-1.22,-2.98,-1.57,-1.11,0.17,0.34,0.33,2.14,-2.52,-0.45
1517,16811,16398.57031,-0.653268572,0.003188467,-0.010151896,-0.023210595,-0.014695226,-4.375600847,-6.572404518,-6.271602511,-6.692440501,16904.89158,17154.49467,17323.88909,17372.42616,0.19,0.21,0.47,1.58,2.17,-0.053614458,-0.000998321,3.99,5.47,-0.006972067,-0.003913553,0.005814778,0.000546871,0.016192244,0.017609756,0.004569385,-0.006010636,-0.001527427,-0.000573342,0.010694088,-0.013388673,-0.004850184,-0.00686694,-0.002464077,0.000853272,-0.027633662,-0.001214492,-0.053259905,-0.004110043,-0.000116424,1.98,1.96,1.7,0.02,0.28,1.48,3.3,5,5.26,5.28,0.066666667,0,0.006369427,0.62,-5.96,-0.47,-2.43,-5.28,-0.03,0.32,-0.66,-0.71,-0.12,-2.24,-0.88,0.27,-3.07,1.6,0.21,-0.65,0.46,0.14,0.69,0.18,0.18,-1.93,-0.65,-0.9
1518,16812,16516.2207,-0.62191224,0.00717443,0.003188467,-0.010151896,-0.023210595,-3.744111995,-5.773809139,-3.574908852,-4.338147027,16834.22415,17093.70668,17292.21582,17363.9067,0.22,0.21,0.46,1.55,2.12,-0.031826862,-0.013945038,3.92,5.41,0.001308782,0.004868466,0.002679075,-0.004099294,0.014513346,0.000242861,0.002099335,0.006866844,0.002209706,0.00917782,0.025354382,0.020491179,0.01530576,0.009775604,0.016321448,0.007802799,-0.008886554,0.01033415,0.002040963,0.002687328,0.005128161,1.9,1.91,1.66,-0.01,0.24,1.49,3.29,4.95,5.2,5.19,-0.020833333,-0.010638298,-0.018987342,-0.14,-2.19,1.54,-0.76,-3.09,1.39,0.47,-0.03,0.76,-0.99,-1.22,-0.58,0.93,-5.8,-1.88,-0.34,-0.83,-0.12,0.56,0.02,0.24,0.25,2.61,-0.43,-0.66
1519,16813,16151.41016,24.82024902,-0.022088016,0.00717443,0.003188467,-0.010151896,-4.466324632,-8.857130201,-6.377424496,-7.007455129,16710.07615,17003.96415,17247.47835,17351.84206,0.22,0.22,0.45,1.51,2.08,0,0.002533628,3.89,5.36,-0.007405818,0.001529962,0.002320349,0.000457352,-0.025710284,-0.058392297,-0.013966446,-0.012418577,-0.027476239,-0.021599091,-0.031736779,0.005984109,0.003012262,0.005363254,-0.002450543,-0.024965453,0.011319187,-0.034114937,-0.024236694,-0.03303336,-0.021123443,1.86,1.86,1.63,0,0.23,1.47,3.28,4.91,5.14,5.14,-0.021276596,-0.021505376,-0.025806452,-0.43,-1.78,0.3,-0.15,0.13,-0.45,-1.88,0.18,0.29,0.18,1.83,1.78,-3.18,0.53,3.57,-0.37,2.95,-2.88,-2.26,0.4,-0.04,-0.04,-0.73,2.46,0.59
1520,16814,16379.04981,-0.815236974,0.014094104,-0.022088016,0.00717443,0.003188467,-0.817784846,-6.957671215,-5.960863867,-6.538466336,16649.88954,16944.4485,17213.42232,17342.16253,0.22,0.25,0.42,1.52,2.1,0.026298488,0.000229748,3.96,5.46,-0.001958956,-0.003437147,0.006734479,0.000441905,0.021870808,0.019233087,0.029036792,0.019274398,0.014998274,0.028466345,0.018298794,0.045869146,-0.017998835,-0.007179971,-0.016741335,0.016695906,-0.005892722,0.019650632,0.019681334,0.015323892,0.015181975,1.88,1.85,1.68,0.03,0.2,1.5,3.36,5.04,5.21,5.24,-0.065217391,-0.010989011,0.006622517,0.42,2.38,-1.79,1.08,2.36,-1.33,1.4,-0.11,-0.26,-1.25,-1.24,-0.6,1.96,-5.73,-2.2,-0.63,-2.81,1.35,1.75,-0.11,0.18,0.16,-1.88,-2.05,-1.42
1521,16815,15988.08008,-16.39145609,-0.02387011,0.014094104,-0.022088016,0.00717443,-2.192342146,-8.246466588,-9.172102059,-9.921690529,16529.56055,16853.36579,17165.36969,17328.68908,0.19,0.23,0.36,1.46,2.03,-0.056694427,0.004915472,3.99,5.41,0.001327042,0.006625506,-0.000445962,0.002254242,-0.024015274,-0.038482305,-0.019614557,-0.019112135,-0.019931271,-0.039917134,-0.035939949,-0.019464117,-0.02381929,-0.019279526,-0.02541613,-0.021599098,-0.014968688,-0.027427969,-0.035469218,-0.017500826,-0.022794993,1.84,1.8,1.67,0.04,0.17,1.42,3.38,5.05,5.18,5.22,-0.139534884,-0.055555556,-0.039473684,-1.66,-6.74,-2.55,-1.57,-5.71,-3.14,-2.27,0.48,-2.4,1.64,-1.73,-1.74,-2.74,-1.82,-0.92,-0.11,1.08,-1.43,-2.06,-0.26,-0.14,-0.13,0.96,0.58,1.03
1522,16819,16016.01953,-1.130564519,0.001747518,-0.02387011,0.014094104,-0.022088016,-2.332830086,-6.606355601,-8.751911575,-8.458126767,16436.18945,16773.61853,17120.29713,17315.62769,0.2,0.26,0.37,1.49,2.06,-0.03327674,-0.006857143,4,5.41,-0.012057863,-0.006928758,0.013935558,-0.001717273,-0.004838804,0.007541455,0,0.005154639,-0.000525999,-0.008433045,-0.0124949,-0.015210105,0.01474994,0.012525578,0.012460668,0.000531822,0.005893262,-0.002555404,0.036804601,-0.012751535,0.000227979,1.86,1.8,1.69,0.06,0.17,1.41,3.35,5.04,5.15,5.21,0,0.035294118,0.020547945,0.61,0.74,1.96,0.53,-5.21,1.38,-0.07,0.16,1.53,0.13,1.82,0.59,0.15,-0.64,1.19,-0.65,1.51,-1.57,-0.07,-0.19,0.02,0.03,0.21,0.43,-0.16
1523,16820,15766.74023,0.026070866,-0.015564373,0.001747518,-0.02387011,0.014094104,-4.53784484,-8.112054842,-10.04964748,-7.950529875,16314.47141,16677.72536,17067.21647,17300.21587,0.26,0.26,0.34,1.44,2.01,-0.0628732,0.014269275,4.05,5.41,-0.004963819,0.001541939,0.001285709,-4.57E-05,0.001344889,-0.00471724,-0.017199017,-0.017948718,-0.026311174,0.004549051,-0.007052479,-0.042146622,-0.034480481,-0.034576592,-0.028204097,-0.011693855,-0.038170554,-0.001174964,-0.010321681,0.004462898,-0.015577772,1.75,1.75,1.67,0,0.08,1.36,3.4,5.07,5.15,5.15,-0.054054054,-0.034090909,-0.033557047,0,-3.06,-3.45,-0.91,-6.71,-3.08,-1.23,-0.16,-3.63,1.58,-3.94,-2.95,-0.28,1.29,-4.34,0.33,0.35,0.85,-0.96,0.12,0.13,0.1,-0.58,1,1.28
1524,16821,15882.67969,-0.049164842,0.007353419,-0.015564373,0.001747518,-0.02387011,-1.663820468,-6.055833476,-10.37358392,-7.935136069,16235.96383,16602.00672,17020.76405,17286.11104,0.27,0.28,0.37,1.44,2.02,0.107571214,-0.004765146,4.06,5.47,0.001135916,-0.003666049,-0.006056361,-3.04E-05,-0.005062486,0.005684104,0.021071429,0.001984355,-0.004683805,-0.006103583,0.002924567,0.012571714,0.019745622,0.017660693,0.01943436,0.005195438,-0.018222223,8.28E-05,-0.032321816,-0.001971331,0.007615124,1.75,1.74,1.65,0.01,0.1,1.41,3.45,5.1,5.19,5.2,0.085714286,-0.011764706,0,1.32,4.91,1.98,1.89,11.22,2.27,0.45,-0.16,1.91,-0.72,-0.51,0.54,-0.07,0.94,-1.96,1.52,-0.47,-0.62,0.32,0.28,-0.04,-0.03,0.8,-0.49,0.05
1525,16822,16093.50977,-0.413754778,0.013274213,0.007353419,-0.015564373,0.001747518,-1.743324811,-2.54685301,-8.579701217,-7.600271458,16210.06309,16553.57844,16984.40113,17274.24436,0.25,0.3,0.4,1.49,2.07,0.085279188,-0.000227998,4.02,5.49,0.00199176,0.006744421,-0.014107081,0.000243591,0.053167132,0.037146507,-0.012242043,0.008442756,0.030769249,0.035855804,0.021037326,0.033333361,0.03097424,0.02185739,0.019920257,0.020283701,0.029034355,0.02663652,0.012525709,0.023382142,0.02171336,1.82,1.77,1.67,0.05,0.15,1.47,3.42,5.09,5.19,5.24,0.078947368,0.047619048,0.034722222,0.07,10.02,3.1,0.25,9.01,2.33,1.37,-0.71,2.57,-0.17,1.81,2.13,2.84,0.05,5.44,-0.54,-0.36,2.37,2.06,0.86,0.52,0.51,0,-0.43,-0.3
1526,16825,15885.21973,31.03264064,-0.012942487,0.013274213,0.007353419,-0.015564373,-0.643356491,-2.821594062,-8.836768902,-9.756449237,16151.00066,16489.92523,16941.29598,17260.42322,0.24,0.31,0.42,1.47,2.03,-0.05487995,0.009441277,4.04,5.47,0.002338547,0.005495022,-0.009123525,-0.000136986,-0.019522738,0.000251558,-0.007082118,-0.00361755,-0.022651466,-0.009562058,-0.027743778,-0.033825219,-0.005847746,-0.003898305,-0.002942125,-0.015637982,0.013607124,-0.015832518,0.007526972,-0.022818547,-0.01738851,1.79,1.72,1.61,0.07,0.18,1.43,3.44,5.05,5.16,5.23,0.024390244,0,-0.013422819,-0.69,-5.22,-0.58,-0.1,-5.75,-0.58,-1.21,0.48,-0.64,0.82,0.77,0.65,-1.43,0.89,1.84,-0.63,1.35,-2,-1.53,-0.32,-0.24,-0.21,1.21,1.5,0.89
1527,16826,16167.23047,-0.977472826,0.017753028,-0.012942487,0.013274213,0.007353419,0.944123087,-1.410731787,-5.724604642,-7.890417305,16153.95153,16459.1924,16910.94047,17249.54568,0.29,0.31,0.44,1.45,2.01,-0.025404157,0.006325682,4.03,5.47,-0.001196349,-0.002901208,0.010989633,4.57E-05,0.005530933,0.007912378,0.00962903,0.049585041,0.025512073,0.007337266,0.012589131,0.036766611,0.010548944,0.005870342,0.008894646,0.014144336,-0.024784714,0.010884097,-0.064226314,0.020654297,0.017933746,1.72,1.7,1.57,0.02,0.15,1.44,3.46,5.03,5.16,5.18,0.071428571,-0.034090909,-0.013605442,0.72,4.26,1.09,1.9,3.66,1.02,1.61,0.2,0.76,1.4,-1.75,-1.47,0.96,1.02,-3.03,0.71,2.13,1.96,1.38,0.41,-0.28,-4.28,0.83,1.83,1.13
1528,16827,15944.45996,6.018633258,-0.013779139,0.017753028,-0.012942487,0.013274213,1.12718117,-3.461813403,-7.076311227,-9.035744043,16115.86216,16410.17026,16873.03927,17236.55975,0.27,0.32,0.42,1.43,2.02,0.094109682,0.00237967,4.07,5.48,0.007028019,0.001285652,-0.012451035,0.000471885,-0.065706572,-0.02977135,-0.010950159,0.009685748,-0.000700788,-0.018209642,0.006423581,-0.01838326,0.005405286,0.01334685,0.005911818,-0.010863484,0.010161204,-0.021783536,-0.005173789,-0.014951297,-0.005868006,1.75,1.7,1.6,0.05,0.15,1.41,3.46,5.06,5.16,5.21,-0.044444444,-0.011764706,-0.013793103,0.3,4.09,0.54,1.43,2.7,0.22,-1.34,0.2,0.83,-0.5,0.58,1.38,-2.36,0.41,3.06,-1.03,-0.58,-1.54,-1.11,-0.19,-0.18,3.98,-1.8,-0.14,0.45
1529,16828,16069.63965,-0.738860519,0.007850983,-0.013779139,0.017753028,-0.012942487,1.177131087,-0.506274729,-4.949987488,-9.318563518,16107.45806,16377.73877,16841.53341,17224.9486,0.25,0.34,0.44,1.4,2,0.027537129,-0.002015678,4.07,5.48,-0.006555073,0.000734972,-0.001643292,-0.000715101,0.007171891,0.089140314,0.007499964,0.001076674,0.004207539,0.016399844,0.007206053,0.02257932,-0.013286513,-0.009782335,-0.024414012,0.005528577,0.007525587,0.008618798,-0.029206916,0.000518594,0.002561375,1.75,1.66,1.56,0.09,0.19,1.41,3.48,5.04,5.14,5.23,0.046511628,-0.011904762,-0.020979021,0.84,2.39,-1.31,-0.68,2.85,-2.37,0.76,0.42,-0.59,-0.04,0.45,0.02,0.65,-0.32,-0.64,0.75,-1.68,-0.13,0.31,-0.15,-0.41,-0.39,-0.89,-1.59,-0.93
1530,16829,16466.30078,8.150655982,0.024683885,0.007850983,-0.013779139,0.017753028,2.316405933,0.532698643,-0.289442532,-6.462035993,16172.70219,16386.17325,16826.8184,17217.39987,0.21,0.32,0.42,1.33,1.94,0.013550136,-0.001974865,4.05,5.42,0.007928237,0.003908236,-0.004292363,-0.000395871,0.034541398,-0.076099753,0.031549133,0.021218393,0.038757001,0.058202054,0.026778456,0.011170282,0.021947327,0.025624601,0.016444736,0.024760218,0.025384643,0.023802448,0.030854545,0.032005327,0.024996319,1.73,1.62,1.52,0.11,0.21,1.37,3.48,5,5.1,5.21,-0.044444444,-0.084337349,-0.05,0,2.51,2.2,0.73,1.2,1.38,2.4,-0.93,2.19,0.07,3.29,0.56,2.63,5.32,3.4,0.05,0.09,3.43,2.62,0.95,1.13,1.12,1.54,0.07,0.26
1531,16832,16449.17969,-0.862009685,-0.001039766,0.024683885,0.007850983,-0.013779139,3.550218195,2.884021144,0.628451387,-5.600275284,16222.97083,16392.17386,16812.00904,17209.75589,0.17,0.35,0.46,1.38,1.97,-0.060606061,0.013221803,4.08,5.46,-0.008077543,0.020263987,-0.004382121,0.000137087,-0.009348634,-0.020766613,-0.015807595,-0.000670232,-0.010756286,-0.006897822,-0.005773462,-0.020038498,-0.005589728,-0.003895544,-0.004105942,-0.000443236,-0.004450993,0.001391416,-0.017806141,-0.002887819,-0.001662023,1.8,1.62,1.51,0.18,0.29,1.38,3.49,5,5.11,5.29,0.093023256,0.065789474,0.037593985,0.41,-1.44,-0.45,-0.63,-5.95,-0.17,-0.1,0.47,-0.07,1.03,-1.29,0.52,0.67,-6.35,1.3,0.99,0.55,-0.57,0.06,-0.33,-0.62,-0.6,-0.78,0.56,0.97
1532,16833,16153.54004,-0.285981223,-0.017972911,-0.001039766,0.024683885,0.007850983,-0.084680119,0.858643483,-1.494217297,-5.804437159,16210.34705,16369.44683,16786.18673,17199.24628,0.26,0.34,0.46,1.28,1.87,-0.054395952,0.001775411,4.01,5.36,0.01276847,-0.004120653,-0.001631742,0.000350284,-0.020221892,-0.039508746,-0.013966446,-0.009198036,-0.031090757,-0.031255694,-0.022226612,-0.022283458,-0.024665688,-0.022788419,-0.018122773,-0.018743091,-0.007586444,-0.022383471,0.022580647,-0.022811135,-0.021099791,1.61,1.53,1.41,0.08,0.2,1.35,3.49,4.9,5.02,5.1,0,-0.074074074,-0.072463768,-1.05,-4.44,-2.46,0.05,-5.5,-1.82,-1.52,0.28,-2.34,-0.05,-0.14,-0.69,-2.32,-5.9,-0.5,-0.5,-0.37,-1.84,-1.75,-0.12,-0.14,-0.14,-0.05,-0.21,0.02
1533,16834,16336.66016,-1.17063141,0.011336222,-0.017972911,-0.001039766,0.024683885,2.45978977,3.614697227,-1.087176965,-4.790583837,16233.31307,16366.32429,16768.55823,17190.66333,0.27,0.33,0.45,1.27,1.88,0.07993311,0.003101462,4.06,5.4,-0.00129679,-0.008142941,0.007885305,0.000213142,0.019792495,-0.038090871,0.015226629,0.00705923,0.006663177,-0.015849057,-0.025189514,0.05215186,-0.013312419,-0.014336356,-0.015261363,0.004992039,-0.023409973,-0.002813837,-0.003754404,0.001447168,0.008650052,1.61,1.55,1.43,0.06,0.18,1.34,3.52,4.95,5.07,5.13,-0.021276596,-0.04,-0.0078125,1.83,7.09,-1.32,1.95,8.03,-1.33,1.07,1.69,-1.29,1.24,-2.39,-1.29,-0.49,0.64,-3.49,2.35,3.11,0.02,0.58,-1.41,-1.61,-1.6,0.95,2.59,1.22
1534,16835,16416.58008,-8.659075184,0.00489206,0.011336222,-0.017972911,-0.001039766,2.158980771,3.361525892,1.641775668,-2.897875994,16266.63434,16371.11056,16754.75517,17182.96101,0.24,0.29,0.42,1.25,1.87,-0.020439765,0.021510601,4,5.4,0.012251878,-0.014484047,-0.018904694,-0.000426193,0.002594707,0.009772729,0.017788629,-0.002304561,0.017244417,-0.003067485,0.013655505,0.017201822,0.000371384,0.010570267,-0.004394356,0.001526733,0.010083411,0.00118107,0.015250862,0.004444215,0.004117825,1.63,1.58,1.45,0.05,0.18,1.4,3.53,4.98,5.11,5.16,-0.065217391,-0.027777778,-0.015748032,0.47,-1.66,0.02,1.72,-1.73,-0.43,0.4,0.94,1.11,1.43,0.94,2.05,-0.38,-3.24,-0.52,0.84,0.79,0.25,-0.04,-1.09,-0.83,-0.84,-1.51,1.36,1.12
1535,16836,16204.96973,0.120774224,-0.012890039,0.00489206,0.011336222,-0.017972911,-1.587065957,0.692577086,-1.062821593,-1.871914844,16255.4226,16355.28762,16733.19496,17173.22975,0.22,0.29,0.44,1.25,1.86,-0.024343977,-0.00518874,3.98,5.38,-0.000320175,-0.010616373,-0.002827275,-0.001857774,-0.026708085,-0.063644509,-0.021932796,-0.032338796,-0.011130171,-0.035384615,-0.008082881,0.003131655,-0.006588546,-0.008594919,-0.011404852,-0.018481246,0.005477745,-0.032468782,-0.006303798,-0.028744847,-0.015101198,1.64,1.57,1.42,0.07,0.22,1.4,3.52,4.94,5.09,5.16,0.046511628,0.057142857,0,-1.82,-1.16,-0.65,-1.32,-2.62,-1.36,-1.21,-0.44,-0.98,0.91,0.82,0.17,-3.22,4.61,-2.05,-1.37,-0.49,-2.45,-1.7,-0.23,0.58,0.58,-1.27,0.81,1.55
1542,16848,16453.83008,1.11002048,0.015893641,0.013933426,0.020029154,-0.015995269,2.744097481,1.858973564,1.772719264,2.733579003,16132.88678,16207.26677,16564.99452,17096.40012,0.28,0.3,0.42,1.26,1.81,0.056110155,0.000413394,4.05,5.43,-0.010741935,-0.002116802,0.00313271,0.003191391,0.015314611,0.024947228,0.016631981,0.001759187,0.007197978,0.026032453,-0.002280286,0.009603534,0.029875994,0.028675174,0.0265021,0.016480439,-0.010328885,0.022114739,0.010846492,0.015394675,0.016734305,1.53,1.51,1.39,0.02,0.14,1.38,3.62,5.01,5.13,5.15,0.023809524,0,0.024390244,1.03,7.21,2.99,1.22,5.58,2.98,1.75,-0.14,2.95,-0.48,-1.18,0.19,2.54,2.05,-1.87,0.82,1.42,1.85,1.8,0.37,-0.08,-0.08,0.97,0.39,0.73
1543,16849,16413.42969,-1.079474765,-0.002455379,0.015893641,0.013933426,0.020029154,3.133506716,0.469921828,2.941270687,4.101605306,16183.89458,16226.90134,16559.0508,17089.6044,0.28,0.3,0.44,1.21,1.75,0.002933507,8.26E-05,4.01,5.37,-0.001556918,0.001753129,-0.013544702,0.001751986,-0.01895639,-0.017037964,-0.008861622,0.01697559,-0.016334848,-0.004387619,-0.008310846,0.005487768,0.001485673,-0.009667812,0.009216994,-0.004665714,0.023171452,-0.010260124,-0.001550157,-0.006349315,-0.002863932,1.47,1.45,1.31,0.02,0.16,1.36,3.62,4.93,5.07,5.09,0.046511628,-0.040540541,-0.03968254,-0.39,-0.64,0.15,-0.14,0.36,0.85,-0.13,-0.19,-0.47,2.12,1.99,0.9,-0.99,-4.63,3.18,0.15,-0.74,-0.49,-0.33,0.05,0.17,0.17,-1.39,0.78,1.92
1544,16850,16391.99023,-13.80674593,-0.001306214,-0.002455379,0.015893641,0.013933426,4.673066086,-0.149786642,2.005960265,3.206704133,16221.73015,16242.62409,16552.49941,17082.66296,0.26,0.3,0.45,1.24,1.76,-0.038349041,0.017395257,3.96,5.32,0.003612333,-0.009012942,0.004423355,-0.001457435,-0.002285487,0.018857189,-0.002063274,-0.000767402,0.000172963,-0.007089462,0.007542426,0.000606465,-0.003943555,-0.003650336,-0.007987397,-2.60E-05,-0.004006598,0.003763785,-0.001003206,0.005275142,-0.00200111,1.5,1.46,1.31,0.04,0.19,1.36,3.56,4.87,5.02,5.06,0.022222222,0.070422535,0.024793388,-0.1,-3.7,-0.96,0.19,-3.67,-0.99,-0.2,0.24,-0.54,-0.52,0.2,0.11,0.14,-2.59,-1.6,-0.17,-0.38,0.41,-0.1,-0.26,-0.37,-0.36,-0.11,-0.32,-0.34
1545,16853,16620.66016,-0.3419674,0.013950101,-0.001306214,-0.002455379,0.015893641,4.049247509,2.565203367,0.937425941,3.275546464,16294.26288,16278.62752,16555.17238,17078.06592,0.27,0.33,0.45,1.25,1.77,0.060155458,-0.016366812,3.97,5.34,-0.004693293,-0.006719665,0.003719637,0.000553097,0.008746314,0.045989858,0.013439008,0.005664324,0.01297129,0.016017021,0.022873758,-0.001333346,0.01791604,0.014705388,0.019763427,0.014454197,0.009260317,0.014692133,0.023480266,0.011613727,0.013742452,1.5,1.44,1.32,0.06,0.18,1.37,3.57,4.89,5.01,5.07,0,0.02631579,0.008064516,1.08,5.09,2.34,1.83,6.21,2.23,1.11,-0.94,1.67,-1.7,0.74,0.38,1.29,0.94,0.56,1.03,-1.02,1.06,1.14,0.96,0.82,0.81,0.43,-1.11,-1.58
1546,16854,16431.7793,-0.550306268,-0.011364221,0.013950101,-0.001306214,-0.002455379,1.453217958,2.525290037,-0.105782728,3.440679949,16319.26587,16293.21341,16550.33343,17071.63521,0.28,0.32,0.46,1.23,1.74,0.014982467,0.008546656,3.93,5.32,-0.008263032,0.00428489,-0.006236856,-9.21E-05,-0.022605234,-0.011724751,-0.006460422,-0.006396162,-0.041830306,-0.027920265,-0.022158996,-0.01407933,-0.014022907,-0.012488263,-0.016380513,-0.012454372,-0.002533411,-0.014665392,-0.008145736,-0.009385916,-0.012686765,1.46,1.42,1.28,0.04,0.18,1.39,3.58,4.86,5,5.04,0.02173913,-0.025641026,-0.016,-0.33,-4.09,-1.4,-0.43,1.24,-1.54,-0.86,-0.08,-1.39,1.06,-0.31,0.11,-1.32,-2.14,0.19,-0.85,0.37,-0.71,-1.05,-0.86,0.09,0.1,-1.72,0.79,1.55
1547,16855,16484.99023,-1.197125275,0.003238294,-0.011364221,0.013950101,-0.001306214,0.189379347,2.938673582,2.051873423,1.965455776,16349.39757,16311.47787,16547.77096,17065.79794,0.28,0.33,0.45,1.21,1.75,-0.046796482,0.024071724,3.91,5.31,-0.009515079,-0.009657381,0.006859812,0.000813907,0.014890653,0.001989323,-0.008898015,0.008455006,0.000356379,0.003517018,-0.010187048,0.003570036,-0.019601663,-0.015950156,-0.026438974,0.004439787,-0.011451589,0.008666391,0.008805383,0.009810792,0.001237582,1.47,1.42,1.3,0.05,0.17,1.4,3.56,4.86,4.98,5.03,-0.021276596,-0.013157895,-0.016260163,-0.08,3.43,-1.95,-0.43,0.88,-2.92,0.47,-0.06,-1.63,1.34,-1.35,-0.32,1.18,-0.22,-1.49,0.24,0.37,1.21,0.74,-0.23,-0.02,-0.02,-0.99,-0.39,0.15
1548,16856,16697.28906,-7.788420599,0.012878311,0.003238294,-0.011364221,0.013950101,1.729433643,4.917132278,2.207482457,4.721571655,16412.65057,16348.22179,16553.63441,17062.13119,0.26,0.32,0.45,1.16,1.71,0.034596376,-0.011792924,3.85,5.27,-0.005989246,0.00197534,-0.006813075,0.000705835,0.006867888,0.002003549,0.009323239,0.013528945,0.015496954,0.014408041,0.002940538,0.006010857,0.022407397,0.024815859,0.017853865,0.011348275,-0.015823891,0.008715327,-0.064068809,0.009294712,0.012540404,1.45,1.39,1.26,0.06,0.19,1.42,3.56,4.82,4.95,5.01,0,-0.04,-0.041322314,0.53,2.56,2.24,-1.43,2.86,1.95,1.21,0.09,2.73,-0.04,-1.26,0.09,0.85,-3.77,1.7,0.96,-0.86,0.81,1.05,0.14,-0.18,-0.17,0.39,-0.59,0.43
