Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,Powercosump
1506280200,22.4,76.3,4.928,4.394,3.797,90276.60985
1506280800,22.27,77,4.925,1.276,1.137,90720.86927
1506281400,22.21,77.3,4.923,0.197,0.163,91277.73539
1506282000,22.13,77.5,4.925,0.102,0.119,91209.60479
1506282600,22,77.8,4.926,0.102,0.107,90881.32672
1506283200,21.98,77.8,4.923,0.117,0.059,90977.15425
1506283800,21.93,77.8,4.924,0.095,0.085,91341.59021
1506284400,21.93,77.9,4.926,0.091,0.067,91667.22417
1506285000,21.79,77.8,4.927,0.08,0.096,91182.9491
1506285600,21.86,77.7,4.925,0.102,0.1,90532.9954
1506286200,21.81,78.2,4.93,0.084,0.096,90078.48561
1506286800,21.75,78.7,4.923,0.088,0.085,89971.13788
1506287400,21.73,79,4.921,0.066,0.104,89641.8734
1506288000,21.63,79.5,4.923,0.091,0.089,89023.40703
1506288600,21.54,79.8,4.922,0.084,0.126,87727.66523
1506289200,20.81,80,4.924,0.08,0.133,86308.59599
1506289800,20.3,81,4.924,0.08,0.104,84347.72343
1506290400,20.12,82.4,4.919,0.08,0.137,82491.94402
1506291000,20.14,82.4,4.919,0.073,0.119,81102.39006
1506291600,20.21,83.1,4.925,0.095,0.096,79380.60604
1506292200,20.17,83,4.92,0.073,0.1,77778.12154
1506292800,20.05,83.3,4.919,0.088,0.107,75800.242
1506293400,20.02,83.4,4.922,0.066,0.13,73959.39137
1506294000,20.05,84.2,4.916,0.048,0.13,72006.93094
1506294600,20.07,84,4.916,0.084,0.1,70267.73361
1506295200,19.63,83.6,4.918,0.066,0.141,68424.03739
1506295800,19.15,84.4,4.922,0.084,0.074,67254.75959
1506296400,19.07,84.7,4.92,0.066,0.119,65756.06882
1506297000,19.17,85,4.922,0.077,0.156,64526.48002
1506297600,19.37,85.1,4.915,0.11,0.085,62863.13321
1506298200,19.1,84.7,4.919,0.084,0.096,62004.9132
1506298800,18.83,84.9,4.919,0.066,0.111,60773.1872
1506299400,18.67,85.4,4.92,0.077,0.137,60254.35696
1506300000,18.7,85.6,4.919,0.095,0.122,59055.61733
1506300600,18.72,85.9,4.919,0.051,0.119,58325.69707
1506301200,18.7,86.2,4.915,0.095,0.089,57264.38112
1506301800,18.73,86.5,4.913,0.069,0.148,56592.03071
1506302400,18.79,86.5,4.921,0.088,0.111,56378.62036
1506303000,18.72,86.8,4.921,0.08,0.089,55845.8607
1506303600,18.73,86.8,4.92,0.088,0.141,54933.02467
1506304200,18.73,87.6,4.921,0.084,0.119,55020.31823
1506304800,18.8,87.6,4.915,0.088,0.093,54499.69827
1506305400,18.88,87.6,4.917,0.069,0.119,54016.24205
1506306000,18.82,87.3,4.915,0.08,0.13,53867.51492
1506306600,18.55,87.4,4.919,0.077,0.111,53532.70743
1506307200,18.61,87.8,4.916,0.073,0.156,53159.11858
1506307800,18.63,87.8,4.919,0.069,0.13,53167.54213
1506308400,18.62,88,4.917,0.077,0.159,53112.86236
1506309000,18.49,87.9,4.92,0.08,0.104,53563.33035
1506309600,18.47,88.1,4.916,0.088,0.081,53732.55822
1506310200,18.48,88.2,4.917,0.066,0.115,53745.58561
1506310800,18.55,88.4,4.918,0.058,0.159,53747.71741
1506311400,18.48,88.1,4.918,0.088,0.122,54168.73204
1506312000,18.51,87.9,4.917,0.073,0.144,54077.32939
1506312600,18.69,87.7,4.916,0.088,0.122,54148.65569
1506313200,18.74,87.2,4.92,0.084,0.104,54350.76642
1506313800,18.63,86.8,4.915,0.066,0.122,54641.46027
1506314400,18.62,86.5,4.914,0.055,0.159,55456.86019
1506315000,18.6,86.3,4.916,0.062,0.137,55152.2334
1506315600,18.74,86,4.916,0.066,0.167,54718.57059
1506316200,18.49,85.5,4.916,0.077,0.1,54781.29744
1506316800,18.23,85.9,4.915,0.058,0.144,54841.81408
1506317400,18.36,85.6,4.914,0.066,0.137,53590.34012
1506318000,18.45,85.5,4.915,0.077,0.133,51692.06594
1506318600,18.53,85.3,4.918,0.069,0.104,51042.50823
1506319200,18.63,85.1,4.917,0.062,0.152,50830.97982
1506319800,18.64,84.8,4.916,0.066,0.104,51103.09495
1506320400,18.61,84.7,4.917,0.062,0.096,51051.51814
1506321000,18.59,85,4.915,0.084,0.111,50594.38427
1506321600,18.7,85.1,4.917,0.11,0.148,50120.82291
1506322200,18.86,85.2,4.916,0.402,0.311,50346.29842
1506322800,18.96,85.1,4.918,1.835,1.56,51327.20188
1506323400,18.91,85.1,4.918,5.978,4.894,52501.80209
1506324000,18.77,85.2,4.915,15.26,12.2,53218.31881
1506324600,18.71,85.1,4.914,33.34,23.11,54210.19334
1506325200,18.56,85,4.915,45.48,28.44,55254.96088
1506325800,18.54,85,4.915,37.74,31.19,56320.35697
1506326400,18.59,84.9,4.913,46.02,39.04,57324.97363
1506327000,18.71,85,4.916,83.9,66.53,57926.5059
1506327600,18.91,84.8,4.916,177.4,94.8,59044.97335
1506328200,19.21,85.3,4.914,196.3,68.63,60361.11682
1506328800,19.97,85.4,4.915,231.9,69.12,61731.58854
1506329400,20.37,84.1,4.915,258.8,73.8,62669.04547
1506330000,21.13,83.7,4.912,283.6,79.2,63723.64763
1506330600,21.31,82.6,4.914,315.6,91.1,65004.9132
1506331200,21.56,81.2,4.916,347.5,86,66685.63926
1506331800,21.51,79.8,4.918,371.4,88,67224.67664
1506332400,21.61,79.3,4.916,392.1,104.3,68290.94455
1506333000,21.94,78.7,4.917,441.6,122.4,69258.26041
1506333600,22.31,77.4,4.915,505.8,179,70248.32784
1506334200,22.48,75.8,4.917,585.9,235.2,71304.74818
1506334800,22.72,74,4.916,531,205.7,71811.93824
1506335400,22.68,73.5,4.916,514,130.5,72314.03631
1506336000,22.56,74.1,4.915,564.5,110.3,73046.29279
1506336600,22.41,74.4,4.917,419.7,121.1,73398.16314
1506337200,22.34,74.3,4.917,259.4,147.7,73793.07754
1506337800,22.74,74.6,4.917,592.1,161.7,74324.83461
1506338400,23.02,72.4,4.92,557.1,145.2,74802.67328
1506339000,23.22,70.7,4.918,551,139,75117.1384
1506339600,23.39,69.42,4.917,622.2,178.6,75291.22566
1506340200,23.68,67.46,4.923,709,219.2,75327.09505
1506340800,23.8,66.86,4.922,767,176.2,75363.76434
1506341400,23.88,66.39,4.923,620.7,134.5,75560.92218
1506342000,23.81,66.62,4.925,679.4,136,75833.98723
1506342600,23.85,65.99,4.922,758,142.5,75765.76144
1506343200,23.93,66.32,4.928,706,195.5,75289.41348
1506343800,23.96,66.69,4.936,648.2,236.6,75450.97764
1506344400,24.11,65.76,4.932,603.8,217.5,76182.36352
1506345000,23.89,66.46,4.932,560.6,190.8,76254.91299
1506345600,23.95,66.69,4.946,589,188.8,75938.43438
1506346200,23.78,66.39,4.947,290,163.7,75895.50231
1506346800,23.68,66.62,4.944,368.8,187.2,75631.79794
1506347400,23.55,67.89,4.948,376.5,204.4,74867.5526
1506348000,23.5,68.42,4.943,668.9,206.2,75009.10956
1506348600,23.66,68.66,4.948,810,177.2,75191.41565
1506349200,23.59,68.62,4.941,535.6,171.6,74822.86612
1506349800,23.27,69.32,4.938,153.6,123.1,74414.10162
1506350400,23.1,70.3,4.929,217.1,161.6,74253.65944
1506351000,23.23,70.8,4.943,639,206.5,74492.99643
1506351600,23.62,69.76,4.946,725,175.9,73784.83594
1506352200,23.63,70.1,4.952,658.5,167.8,73637.67668
1506352800,23.74,69.79,4.955,506.9,175.1,73408.84804
1506353400,23.57,70.1,4.955,446.8,117.9,73021.1448
1506354000,23.62,69.72,4.957,509.5,123.1,72639.69386
1506354600,23.56,69.96,4.957,529.2,95.3,72292.5207
1506355200,23.46,69.72,4.967,501,92.9,71664.84508
1506355800,23.76,69.72,4.964,481.6,108.5,71322.56306
1506356400,23.57,69.02,4.967,409.1,111.1,71513.23615
1506357000,23.55,69.96,4.966,428.8,91.3,71328.5666
1506357600,23.58,69.52,4.966,405.4,85.7,71614.00687
1506358200,23.61,69.86,4.956,360.2,74.5,71524.04102
1506358800,23.6,70.9,4.953,329,70.3,71397.61955
1506359400,23.33,73,4.945,291.7,65.71,71110.69964
1506360000,23.24,73.8,4.96,208.6,67.28,71554.28303
1506360600,23.02,75.4,4.967,219.2,60.99,72067.47541
1506361200,22.9,76.1,4.977,163.5,69.4,73276.72031
1506361800,22.64,77.7,4.985,160.8,96.1,74906.74248
1506362400,22.49,77.8,4.982,148.3,122.3,77792.08435
1506363000,22.31,78.6,4.974,81.2,79.2,82934.18103
1506363600,22.12,78.9,4.958,62.85,54.39,90015.56238
1506364200,22,79.5,4.941,46.58,40.45,95054.20983
1506364800,21.99,80.2,4.942,30.57,27.71,96647.87633
1506365400,21.95,80.8,4.949,15.53,14.21,97014.47876
1506366000,21.83,80.9,4.959,4.669,4.027,96721.13449
1506366600,21.7,80.9,4.936,1.755,1.471,96521.38692
1506367200,21.64,81.2,4.952,0.472,0.482,96783.80744
1506367800,21.65,81.7,4.927,0.128,0.141,96950.46389
1506368400,21.54,81.8,4.922,0.069,0.126,96222.01601
1506369000,21.4,82,4.925,0.102,0.089,96068.80207
1506369600,21.41,82,4.921,0.091,0.096,95461.09806
1506370200,21.37,81.9,4.924,0.095,0.085,95213.52513
1506370800,21.3,82.1,4.923,0.099,0.07,95223.83356
1506371400,21.22,82.1,4.921,0.099,0.067,94946.37121
1506372000,21.21,81.6,4.924,0.091,0.085,94608.23927
1506372600,21.25,81.3,4.925,0.099,0.078,93805.51693
1506373200,21.27,80.8,4.922,0.077,0.096,92168.07735
1506373800,21.24,80.4,4.925,0.091,0.107,90751.3206
1506374400,21.15,79.8,4.921,0.073,0.122,89201.10573
1506375000,20.94,79.3,4.92,0.08,0.089,87832.23054
1506375600,20.85,79.3,4.925,0.099,0.1,86863.76222
1506376200,20.89,78.9,4.924,0.069,0.144,85064.16439
1506376800,20.81,79,4.919,0.102,0.096,83277.45178
1506377400,20.92,79.1,4.92,0.099,0.111,81441.87503
1506378000,21.21,78.7,4.919,0.069,0.089,79502.82417
1506378600,21.28,78.6,4.919,0.084,0.1,77933.75194
1506379200,21.24,78.8,4.916,0.099,0.093,75727.12093
1506379800,21.08,79.3,4.92,0.062,0.119,74218.66317
1506380400,20.79,79.7,4.919,0.084,0.13,72449.6536
1506381000,20.19,81.2,4.92,0.058,0.111,70774.49687
1506381600,20.3,82.1,4.918,0.088,0.111,69400.75365
1506382200,20.66,81.5,4.918,0.066,0.111,67999.14346
1506382800,20.78,81.1,4.918,0.088,0.096,66791.59308
1506383400,20.79,81.1,4.919,0.121,0.137,65424.61833
1506384000,20.38,81.3,4.913,0.095,0.133,64336.2202
1506384600,19.59,83.3,4.916,0.08,0.104,63253.18423
1506385200,19.3,84.9,4.916,0.088,0.096,62193.41615
1506385800,19.05,85.5,4.914,0.084,0.119,61279.61466
1506386400,18.91,85.7,4.916,0.124,0.104,60534.8719
1506387000,18.85,87.5,4.918,0.11,0.082,60051.8613
1506387600,19.07,87.2,4.915,0.099,0.133,58886.34219
1506388200,19.07,87.4,4.915,0.069,0.122,57804.44528
1506388800,19.12,87.7,4.917,0.095,0.115,57673.24342
1506389400,18.92,87.7,4.915,0.073,0.167,57444.65477
1506390000,18.84,87.7,4.914,0.069,0.126,57149.21643
1506390600,19.06,88.2,4.916,0.099,0.159,56796.67389
1506391200,19.04,87.9,4.914,0.099,0.078,56492.03448
1506391800,18.64,88.5,4.916,0.091,0.1,56057.15835
1506392400,18.61,88.9,4.916,0.073,0.148,55859.96186
1506393000,18.72,89,4.916,0.084,0.122,55893.56867
1506393600,18.72,88.9,4.913,0.058,0.23,55581.99075
1506394200,18.69,88.9,4.916,0.091,0.148,54990.28958
1506394800,18.65,89.3,4.917,0.099,0.1,55454.52478
1506395400,18.65,89.3,4.916,0.062,0.115,55418.2113
1506396000,18.63,89.4,4.915,0.095,0.141,55222.82515
1506396600,18.5,89.4,4.915,0.077,0.156,54899.94188
1506397200,18.32,90.1,4.915,0.091,0.126,54676.66579
1506397800,18.48,89.9,4.917,0.077,0.137,54887.19437
1506398400,18.52,90.3,4.916,0.095,0.104,55023.18384
1506399000,18.61,89.9,4.916,0.058,0.159,55116.13914
1506399600,18.51,90.2,4.914,0.084,0.111,56000.95384
1506400200,18.47,90,4.918,0.091,0.141,56260.35996
1506400800,18.72,90.1,4.915,0.113,0.093,57183.94462
1506401400,18.75,90.2,4.916,0.102,0.111,57194.98932
1506402000,18.2,90.2,4.919,0.091,0.144,56564.32009
1506402600,18.32,90.4,4.917,0.088,0.126,56128.70122
1506403200,18.47,90.2,4.918,0.073,0.096,56422.57796
1506403800,18.5,89.9,4.916,0.073,0.104,55520.73273
1506404400,18.73,90.3,4.916,0.084,0.082,53586.73794
1506405000,18.78,90.1,4.916,0.091,0.13,52193.09381
1506405600,18.49,90,4.916,0.091,0.093,52030.26102
1506406200,18.32,89.5,4.916,0.062,0.1,52026.35538
1506406800,18.2,89.8,4.919,0.088,0.144,52140.25438
1506407400,18.09,89.7,4.916,0.062,0.156,51322.74436
1506408000,17.95,90.1,4.914,0.095,0.152,50221.66002
1506408600,17.96,90,4.914,0.267,0.274,50157.91809
1506409200,17.68,90,4.918,1.799,1.43,51773.23006
1506409800,17.71,90.6,4.913,5.455,4.479,52860.51824
1506410400,17.68,90.5,4.915,13.69,11.09,53882.24723
1506411000,17.7,90.3,4.914,22.25,18.22,55085.44083
1506411600,17.49,90.1,4.913,34.96,28.98,55942.60588
1506412200,17.59,90.5,4.911,47.76,39.62,56504.6259
1506412800,18,90.6,4.912,99.8,61.9,57732.07751
1506413400,18.41,90.4,4.911,172,68.39,58619.72501
1506414000,18.73,89.9,4.912,183.7,61.91,56853.98278
1506414600,19.08,89.5,4.915,162.8,84.9,57619.53
1506415200,19.5,88.9,4.913,193.9,117.9,57355.96669
1506415800,20.12,89.2,4.913,353.6,122.5,59331.03314
1506416400,20.4,88.1,4.914,367.4,135.9,60163.95497
1506417000,20.61,87,4.914,275.9,177.3,61788.83462
1506417600,21.02,86.3,4.919,366.1,147.8,62959.94616
1506418200,21.25,85,4.913,361.2,119.9,64315.72988
1506418800,21.52,82.8,4.916,518.7,129.4,65552.16973
1506419400,21.79,81.7,4.916,531.2,110.1,65674.44313
1506420000,21.95,78.9,4.916,530.9,95.9,66358.4559
1506420600,22.07,76.7,4.916,558.9,79.2,66946.01116
1506421200,22.58,74.8,4.917,563.1,73.9,68044.41427
1506421800,22.59,71.1,4.915,593.7,71.7,68142.27564
1506422400,22.78,71.1,4.914,604.6,68.39,69086.99101
1506423000,22.88,69.09,4.915,623.5,60.96,69688.32443
1506423600,22.86,67.69,4.917,640,54.82,69643.82494
1506424200,22.9,67.26,4.918,653.9,53.07,69994.0684
1506424800,23.07,67.02,4.919,668.2,48.68,71054.2151
1506425400,23.24,63.89,4.921,682.2,46.49,71983.45736
1506426000,23.43,62.82,4.924,695.9,44.93,72318.91626
1506426600,23.34,62.32,4.925,709,43.35,71957.82434
1506427200,23.51,62.02,4.921,719,42.25,72349.55583
1506427800,23.53,61.29,4.927,728,41.09,71753.09998
1506428400,23.61,60.65,4.926,736,40.03,72344.56394
1506429000,23.65,59.85,4.925,741,39.37,72114.21363
1506429600,23.93,60.49,4.94,744,39.24,72179.22123
1506430200,23.86,59.62,4.98,748,38.53,72057.02052
1506430800,23.95,59.95,5.007,751,37.85,72568.28503
1506431400,24.03,59.89,4.998,750,37.47,72676.86794
1506432000,23.9,61.65,5.012,747,37.45,72450.96113
1506432600,23.74,62.69,5.009,745,37.19,72472.51265
1506433200,23.8,62.59,5.014,740,37.23,72400.43036
1506433800,23.91,62.59,5.004,732,37.66,72378.59604
1506434400,23.76,64.12,5.004,722,38.36,72218.74286
1506435000,23.53,64.35,5.019,709,38.15,72851.34012
1506435600,23.58,64.25,5.001,696.4,37.96,72846.74195
1506436200,23.55,64.52,5.014,683.9,37.74,72384.77949
1506436800,23.55,65.62,4.988,673.2,37.3,72460.89756
1506437400,23.92,64.85,5.001,657.6,38,72497.22689
1506438000,23.61,66.86,4.989,635.7,39.35,72329.1267
1506438600,23.2,68.06,5.012,616.7,39.9,72887.25217
1506439200,23.29,68.46,4.983,596,40.28,73049.47174
1506439800,23.34,67.82,4.998,571.7,40.26,73320.1613
1506440400,23.27,68.19,5,544,40.73,72936.76324
1506441000,23.32,68.56,4.941,522.6,40.47,72290.47179
1506441600,23.25,68.29,4.933,498.4,38.92,72532.22726
1506442200,23.17,69.06,4.929,471.3,38.32,71916.74586
1506442800,23.14,68.86,4.918,445,37.63,71727.40606
1506443400,23.29,67.59,4.926,415.9,36.77,71187.22006
1506444000,23.29,65.59,4.93,386.9,36.24,71325.39634
1506444600,23.24,65.26,4.95,357.5,35.37,71726.94874
1506445200,23.3,66.19,4.943,326.1,34.87,71603.4919
1506445800,23.04,66.49,4.941,295.7,34.03,71823.50977
1506446400,23.06,66.86,4.934,263.3,33.1,72801.73554
1506447000,22.99,65.92,4.93,232.3,31.82,74013.51086
1506447600,23.02,66.19,4.921,201.5,32.88,75380.74624
1506448200,22.95,67.42,4.918,171.3,43.83,77862.99413
1506448800,22.82,67.19,4.924,142.9,85.7,81272.29829
1506449400,22.85,67.19,4.92,115.3,116.1,86983.00368
1506450000,22.72,67.06,4.923,88.7,100.4,92826.85633
1506450600,22.75,66.79,4.917,61.94,73,95972.41941
1506451200,22.67,66.46,4.92,34.16,34.2,96720.75742
1506451800,22.57,66.76,4.921,21.24,21.49,97422.77127
1506452400,22.45,67.09,4.926,8.39,7.26,97460.0496
1506453000,22.36,67.79,4.933,3.564,3.127,97967.24507
1506453600,22.26,68.32,4.937,0.94,0.863,98005.51103
1506454200,22.19,68.52,4.921,0.186,0.144,98124.07428
1506454800,22.1,69.22,4.923,0.088,0.093,97213.49546
1506455400,22.01,69.29,4.932,0.069,0.122,96292.74111
1506456000,21.97,69.46,4.943,0.08,0.085,96515.9747
1506456600,21.96,69.29,4.987,0.091,0.085,96286.05273
1506457200,21.95,68.86,4.947,0.099,0.082,95485.98436
1506457800,21.94,69.59,4.926,0.077,0.067,95068.0305
1506458400,21.81,70.4,4.923,0.073,0.115,94597.6696
1506459000,21.72,71.3,4.922,0.102,0.089,93716.43399
1506459600,21.61,72.4,4.917,0.095,0.056,92464.03075
1506460200,21.49,73.2,4.921,0.113,0.078,91479.2366
1506460800,21.43,73.7,4.924,0.08,0.089,90864.88735
1506461400,21.44,74.1,4.919,0.08,0.074,89517.01781
1506462000,21.4,74.6,4.922,0.062,0.148,87779.56859
1506462600,21.36,75.3,4.922,0.073,0.107,86127.91435
1506463200,21.32,75.8,4.916,0.073,0.096,85047.126
1506463800,21.27,77.1,4.918,0.08,0.122,83102.63272
1506464400,21.1,78.1,4.919,0.062,0.111,81439.73276
1506465000,20.99,78.7,4.917,0.069,0.126,79006.53385
1506465600,20.93,78.9,4.918,0.058,0.111,77550.50729
1506466200,20.9,78.9,4.921,0.066,0.122,76007.77297
1506466800,20.91,78.9,4.914,0.058,0.137,73827.81567
1506467400,20.87,79.1,4.915,0.073,0.119,72187.74662
1506468000,20.87,79.2,4.914,0.08,0.111,70764.97939
1506468600,20.91,79.3,4.917,0.073,0.122,69574.45476
1506469200,20.89,79.5,4.917,0.073,0.122,68365.82307
1506469800,20.89,79.9,4.917,0.08,0.089,66929.63011
1506470400,20.92,80.2,4.912,0.058,0.104,65420.82515
1506471000,20.88,81,4.915,0.073,0.111,64791.71394
1506471600,20.67,82.2,4.915,0.088,0.089,63821.36459
1506472200,20.5,83.1,4.912,0.077,0.111,62583.76766
1506472800,20.43,83.5,4.912,0.069,0.1,61668.81094
1506473400,20.43,83.7,4.913,0.073,0.104,60937.90871
1506474000,20.42,84.3,4.911,0.055,0.111,60145.1584
1506474600,20.49,84.5,4.913,0.073,0.107,59717.07569
1506475200,20.46,84.7,4.915,0.062,0.13,58948.56706
1506475800,20.54,84.5,4.914,0.058,0.063,58761.60982
1506476400,20.67,81.7,4.914,0.073,0.111,58361.81445
1506477000,20.78,79.7,4.918,0.08,0.119,57989.65411
1506477600,21.01,78,4.916,0.069,0.093,57562.24268
1506478200,21.18,75.8,4.916,0.044,0.107,57010.12137
1506478800,21.25,73.7,4.914,0.044,0.152,57008.33707
1506479400,21.07,74,4.917,0.058,0.1,57020.45044
1506480000,21.08,73.7,4.915,0.088,0.144,56713.48622
1506480600,21.25,73.2,4.917,0.066,0.13,56486.93926
1506481200,21.35,72.9,4.917,0.062,0.093,56473.94928
1506481800,21.17,74.8,4.916,0.04,0.17,56222.33488
1506482400,20.9,76.4,4.916,0.062,0.148,55802.02355
1506483000,20.67,77.9,4.916,0.055,0.156,55648.57378
1506483600,20.53,78.9,4.917,0.073,0.122,55677.23588
1506484200,20.45,80.1,4.913,0.051,0.119,55738.54796
1506484800,20.5,80.3,4.916,0.044,0.13,56296.82006
1506485400,20.49,80.7,4.916,0.069,0.13,56744.87885
1506486000,20.56,80.9,4.913,0.062,0.13,56701.28506
1506486600,20.6,81,4.911,0.062,0.126,57330.44956
1506487200,20.64,81.2,4.912,0.062,0.089,58423.57785
1506487800,20.64,81.5,4.911,0.044,0.122,58377.78619
1506488400,20.64,82.2,4.914,0.058,0.159,57655.45121
1506489000,20.55,83.1,4.913,0.055,0.111,57738.84604
1506489600,20.47,83.8,4.912,0.051,0.152,57840.63167
1506490200,20.43,84.2,4.914,0.077,0.115,56682.90226
1506490800,20.38,84.6,4.913,0.073,0.104,55007.04914
1506491400,20.21,85.1,4.912,0.091,0.1,54176.25495
1506492000,20.04,85.7,4.914,0.062,0.137,53710.65485
1506492600,19.87,86.3,4.912,0.055,0.148,53251.78749
1506493200,19.78,87.1,4.912,0.048,0.133,53482.08622
1506493800,19.8,87.4,4.911,0.066,0.119,53739.63115
1506494400,19.74,87.8,4.91,0.062,0.163,52708.72725
1506495000,19.69,88,4.91,0.267,0.245,52265.42344
1506495600,19.63,88.5,4.915,1.521,1.263,53503.00573
1506496200,19.64,88.7,4.911,5.835,4.801,54269.13241
1506496800,19.64,88.9,4.912,15.32,11.69,54492.24183
1506497400,19.69,89.1,4.909,24.3,17.33,55780.68267
1506498000,19.67,89.1,4.909,49.6,24.56,56796.31107
1506498600,19.67,89.1,4.912,61.78,30.22,57503.56709
1506499200,19.7,89.3,4.912,99.8,37.31,58908.68213
1506499800,19.81,89.2,4.909,144.1,44.98,59992.98285
1506500400,19.99,89.1,4.91,171.4,46.64,60758.16917
1506501000,20.3,88.2,4.913,195.5,49.98,61356.05318
1506501600,20.73,86.5,4.913,203.4,54.31,61640.10778
1506502200,21.01,84.2,4.911,189.8,56.63,62353.48565
1506502800,21.26,81.2,4.911,217.6,77.4,63584.38588
1506503400,21.69,78.5,4.913,184.3,62.96,64776.15433
1506504000,22.26,72.7,4.916,248.7,73.5,65806.00002
1506504600,22.66,67.96,4.913,391.6,69.65,66880.03484
1506505200,23.03,64.99,4.916,380.2,72.1,67502.18688
1506505800,23.22,62.72,4.919,381.4,96.4,68225.73671
1506506400,23.27,62.72,4.916,249.2,99.1,69257.61485
1506507000,23.47,61.72,4.917,357.5,92.2,70335.18561
1506507600,23.75,59.89,4.92,446.6,90.9,70718.89374
1506508200,23.78,59.05,4.923,255.8,95.8,71543.46118
1506508800,23.67,59.59,4.927,266.4,126.1,72101.7698
1506509400,23.77,59.45,4.922,279.2,148,72297.11313
1506510000,23.84,59.46,4.924,332,147.1,72353.95906
1506510600,23.49,62.33,4.927,343.5,141.2,72936.46901
1506511200,23.57,62.33,4.926,618.7,96.8,73758.53359
1506511800,23.88,61.99,4.925,613.2,104.2,74496.40606
1506512400,23.9,62.36,4.925,682.4,92,74682.34423
1506513000,24,62.26,4.924,559.1,91,75300.37038
1506513600,23.91,61.09,4.928,553.7,102.6,75030.6238
1506514200,24.04,59.22,4.922,567,118,75563.85603
1506514800,24.06,58.12,4.928,526.4,132.4,75422.36669
1506515400,24.1,57.59,4.926,620.8,133.4,75309.47567
1506516000,24.32,57.93,4.932,587.7,157.8,74901.29389
1506516600,24.08,58.26,4.927,395.9,145.9,74915.51812
1506517200,24.21,59.32,4.94,713,110.1,74562.19924
1506517800,24.47,59.66,4.933,720,104.3,75069.24328
1506518400,24.36,61.62,4.928,748,118.9,75139.93004
1506519000,24.24,62.06,4.921,756,107.4,74601.74446
1506519600,24.5,62.16,4.926,777,132.5,74645.93681
1506520200,24.34,61.83,4.925,732,144.9,75057.93766
1506520800,24.3,62.02,4.921,725,131.8,75010.24046
1506521400,24.56,62.42,4.921,717,115.9,75375.15377
1506522000,24.59,61.89,4.924,699.1,106.4,75291.50971
1506522600,24.3,63.59,4.919,666.7,108.6,75098.1697
1506523200,24.2,63.82,4.921,622.6,148.6,75324.92614
1506523800,24.16,64.76,4.922,477.3,118.3,74863.15129
1506524400,24.22,64.76,4.922,522,114.6,74355.95014
1506525000,24.05,66.19,4.922,313.9,129.9,73763.99758
1506525600,23.9,66.43,4.92,358.2,151.2,73487.05356
1506526200,23.95,66.36,4.921,519.5,193.7,73265.90742
1506526800,23.89,67.5,4.922,238,147.8,72880.34045
1506527400,23.46,69.23,4.924,164.7,132.7,72146.4463
1506528000,23.32,70.7,4.93,195.7,168.3,72006.527
1506528600,23.14,71.9,4.928,205,172.9,71737.67735
1506529200,23.16,72.1,4.922,215.6,178.8,72108.97882
1506529800,23.06,72.7,4.925,200.2,160.8,72014.0587
1506530400,22.97,73.1,4.921,178.4,146.9,72230.6127
1506531000,22.94,73.9,4.922,209.1,166.1,72619.29481
1506531600,22.97,74.1,4.925,269,192.9,73422.64745
1506532200,23.17,73.5,4.926,399.9,235.9,74750.79231
1506532800,23.21,74.2,4.92,297.3,183.4,75724.0809
1506533400,22.99,75.9,4.92,216.4,128.6,76731.87586
1506534000,22.85,76.5,4.917,166.6,114.6,78551.67961
1506534600,22.82,76.7,4.919,157.7,113.9,80542.83577
1506535200,22.75,76.6,4.931,86.2,75.1,83519.15592
1506535800,22.63,77.7,4.932,80.4,69.77,88135.92048
1506536400,22.59,78.2,4.926,64.26,60.58,93613.21139
1506537000,22.45,80.2,4.921,28.62,27.36,97000.22617
1506537600,22.14,80.6,4.922,23.61,19.43,97433.58015
1506538200,22.1,79.3,4.921,13.3,10.88,97381.97101
1506538800,22.3,78.5,4.925,3.649,2.945,97302.0978
1506539400,22.29,79.3,4.922,0.424,0.285,97967.53064
1506540000,22.11,79,4.924,0.154,0.163,97963.64086
1506540600,22.22,78.1,4.921,0.08,0.111,98015.96857
1506541200,22.31,78.4,4.919,0.051,0.137,97560.85328
1506541800,22.31,78.3,4.923,0.073,0.111,97128.51269
1506542400,22.36,77.4,4.919,0.073,0.1,97031.5461
1506543000,22.38,77.4,4.921,0.066,0.126,96210.17233
1506543600,22.37,77,4.92,0.062,0.119,95003.25194
1506544200,22.44,76.5,4.917,0.066,0.122,94429.13411
1506544800,22.45,76.6,4.922,0.084,0.13,93770.1241
1506545400,22.48,76.8,4.924,0.066,0.122,93277.53625
1506546000,22.48,77.2,4.915,0.058,0.126,92358.64847
1506546600,22.43,77.9,4.918,0.088,0.137,90952.98277
1506547200,22.38,78.5,4.919,0.084,0.133,89526.20826
1506547800,22.29,79.4,4.915,0.055,0.159,87953.98576
1506548400,22.1,80.5,4.919,0.051,0.137,86764.44278
1506549000,21.99,81.1,4.92,0.066,0.144,85041.4302
1506549600,21.94,81.4,4.914,0.062,0.078,83875.33194
1506550200,21.95,81.6,4.918,0.058,0.148,82224.41273
1506550800,21.9,81.8,4.918,0.037,0.159,80013.85223
1506551400,21.73,82.5,4.919,0.091,0.115,77895.42218
1506552000,21.59,83.1,4.918,0.055,0.148,75924.94712
1506552600,21.45,83.2,4.922,0.055,0.1,74208.53372
1506553200,21.43,82.7,4.915,0.058,0.156,72633.44024
